"campeon","nombre","pasiva","asignacionDeTecla","descripcion","linkVideo"
"BRIAR","ALARIDO ESCALOFRIANTE","false","E","Briar se concentra, pone fin a Frenesí sanguinario y canaliza su energía para proferir un poderoso alarido que inflige daño y ralentiza a los enemigos. Mientras canaliza, recibe menos daño y recupera parte de su vida máxima. Al canalizar por completo el alarido, este empuja a los enemigos, inflige daño adicional y aturde a los que choquen contra muros.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0233/ability_0233_E1.mp4"
"BRIAR","FINAL SANGRIENTO","false","R","Briar lanza la gema hemolítica de su picota, que marca al primer campeón golpeado y lo convierte en su presa. Después, corre directa hacia él, aterroriza a los enemigos cercanos al alcanzar a su objetivo y entra en un estado de hemomanía incontrolable. Perseguirá a su presa hasta la muerte, con los efectos de Frenesí sanguinario y armadura, resistencia mágica, robo de vida y velocidad de movimiento adicionales.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0233/ability_0233_R1.mp4"
"CAITLYN","DISPARO A LA CABEZA","true","p","Cada pocos ataques básicos o contra un objetivo atrapado en una de sus trampas o en su red, Caitlyn realiza un tiro a la cabeza que inflige daño adicional, el cual aumenta con su probabilidad de crítico. El alcance de Disparo a la cabeza de Caitlyn se duplica cuando ataca a objetivos atrapados en una trampa o una red.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0051/ability_0051_P1.mp4"
"CAITLYN","PACIFICADORA DE PILTOVER","false","Q","Caitlyn carga su rifle durante 1 s para liberar un disparo penetrante que provoca daño físico y se ensancha al alcanzar a un objetivo (causa menos daño a los objetivos posteriores).","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0051/ability_0051_Q1.mp4"
"CAITLYN","TRAMPA PARA YORDLES","false","W","Caitlyn pone una trampa que, al activarse, inmoviliza al campeón enemigo y lo revela durante 1,5 s, lo que permite que Caitlyn aseste un Disparo a la cabeza potenciado.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0051/ability_0051_W1.mp4"
"CAITLYN","RED DE CALIBRE 90","false","E","Caitlyn lanza una red pesada para ralentizar a su objetivo. El retroceso empuja hacia atrás a Caitlyn.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0051/ability_0051_E1.mp4"
"CAITLYN","AS EN LA MANGA","false","R","Caitlyn se toma su tiempo para preparar el tiro perfecto, causando una gran cantidad de daño a un solo objetivo a gran distancia. Los campeones enemigos pueden interceptar la bala para sus aliados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0051/ability_0051_R1.mp4"
"CAMILLE","DEFENSA ADAPTABLE","true","p","Los ataques básicos a campeones le otorgan un escudo equivalente a un porcentaje de la vida máxima de Camille que la protege de su tipo de daño (físico o mágico) durante un corto periodo de tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0164/ability_0164_P1.mp4"
"CAMILLE","PROTOCOLO DE PRECISIÓN","false","Q","El próximo ataque de Camille inflige daño adicional y otorga más velocidad de movimiento. Este hechizo puede lanzarse de nuevo durante un breve periodo de tiempo, de modo que inflige una cantidad adicional de daño considerablemente mayor si Camille deja un tiempo entre los dos ataques.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0164/ability_0164_Q1.mp4"
"CAMILLE","BARRIDO TÁCTICO","false","W","Tras un breve lapso de tiempo, Camille provoca una explosión en forma de cono que inflige daño. Los enemigos en la mitad exterior se ralentizan y reciben daño adicional al mismo tiempo que curan a Camille.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0164/ability_0164_W1.mp4"
"CAMILLE","TIRO DE GANCHO","false","E","Camille se desliza hasta un muro, salta y golpea a los enemigos al caer.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0164/ability_0164_E1.mp4"
"CAMILLE","ULTIMÁTUM HEXTECH","false","R","Camille se desliza hacia un campeón objetivo y lo ancla en el área. También inflige daño mágico adicional al objetivo con sus ataques básicos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0164/ability_0164_R1.webm"
"CASSIOPEIA","ELEGANCIA SERPENTINA","true","p","Cassiopeia obtiene velocidad de movimiento por nivel, pero no puede comprar botas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0069/ability_0069_P1.mp4"
"CASSIOPEIA","EXPLOSIÓN PERJUDICIAL","false","Q","Cassiopeia, tras unos instantes, inunda una zona con veneno, lo que aumenta su velocidad de movimiento si alcanza a un campeón enemigo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0069/ability_0069_Q1.mp4"
"CASSIOPEIA","MIASMA","false","W","Cassiopeia lanza varias nubes de veneno que ralentizan, anclan e infligen un daño leve a los enemigos que las atraviesen. Los enemigos anclados no pueden usar habilidades de movimiento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0069/ability_0069_W1.mp4"
"CASSIOPEIA","COLMILLO DOBLE","false","E","Cassiopeia lanza un ataque que inflige más daño a los objetivos envenenados y que la cura un porcentaje del daño infligido. Si el objetivo muere al recibir este ataque, Cassiopeia recupera maná.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0069/ability_0069_E1.mp4"
"CASSIOPEIA","MIRADA PETRIFICANTE","false","R","Cassiopeia libera con los ojos un remolino de energía mágica que aturde a los enemigos que tenga de cara a ella y ralentiza a los que le estén dando la espalda.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0069/ability_0069_R1.mp4"
"CHO'GATH","CARNÍVORO","true","p","Cho'Gath recupera vida y maná cada vez que elimina a un enemigo. La cantidad aumenta con el nivel de Cho'Gath.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0031/ability_0031_P1.mp4"
"CHO'GATH","RUPTURA","false","Q","Resquebraja el suelo de un lugar determinado y lanza por los aires a los enemigos, lo que les inflige daño y les ralentiza.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0031/ability_0031_Q1.mp4"
"CHO'GATH","GRITO SALVAJE","false","W","Cho'Gath lanza un terrible grito a los enemigos en un cono, lo que les inflige daño mágico y los silencia durante unos pocos segundos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0031/ability_0031_W1.mp4"
"CHO'GATH","PINCHOS MORTÍFEROS","false","E","Los ataques de Cho'Gath liberan pinchos mortales que dañan y ralentizan a todas las unidades enemigas frente a él.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0031/ability_0031_E1.mp4"
"CHO'GATH","FESTÍN","false","R","Devora a una unidad enemiga e inflige una gran cantidad de daño verdadero. Si el objetivo muere, Cho'Gath crece y aumenta su vida máxima.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0031/ability_0031_R1.mp4"
"CORKI","MUNICIONES HEXTECH","true","p","Un porcentaje del daño que Corki inflige con ataques básicos se convierte en daño mágico. En ocasiones, Corki podrá recoger el Paquete dentro de su base, lo que le otorga velocidad de movimiento y un lanzamiento potenciado de Valquiria.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0042/ability_0042_P1.mp4"
"CORKI","BOMBA DE FÓSFORO","false","Q","Corki lanza una bomba luminosa a la ubicación seleccionada e inflige daño mágico a los enemigos cercanos. Además, este ataque revela a las unidades de la zona durante un tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0042/ability_0042_Q1.mp4"
"CORKI","VALQUIRIA","false","W","Corki vuela una corta distancia lanzando bombas y dejando tras de sí una estela de fuego, la cual inflige daño a los enemigos que permanezcan dentro.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0042/ability_0042_W1.mp4"
"CORKI","CAÑÓN DE REPETICIÓN","false","E","El cañón de repetición de Corki abre fuego sobre un área cónica. Los enemigos alcanzados sufren daño y pierden armadura y resistencia mágica.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0042/ability_0042_E1.mp4"
"CORKI","ANDANADA DE PROYECTILES","false","R","Corki dispara hacia la zona objetivo un proyectil que explota al impactar e inflige daño a los enemigos cercanos. Corki acumula misiles según pasa el tiempo, hasta un máximo determinado. Cada 3 proyectiles sale uno enorme que inflige daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0042/ability_0042_R1.mp4"
"DARIUS","HEMORRAGIA","true","p","Los ataques y habilidades de daño de Darius hacen que los enemigos sangren durante 5 s, lo que les causa daño físico. Se puede acumular hasta 5 veces. Darius se enfurece y obtiene un gran daño de ataque cuando su objetivo alcanza el máximo de acumulaciones.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0122/ability_0122_P1.mp4"
"DARIUS","DIEZMAR","false","Q","Darius reúne fuerzas y traza un amplio círculo con su hacha. Los enemigos a los que golpee con su hoja sufrirán más daño que los que sean golpeados por el mango. Darius se cura en función al número de campeones enemigos y monstruos gigantes alcanzados por la hoja.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0122/ability_0122_Q1.mp4"
"DARIUS","GOLPE ATROZ","false","W","El siguiente ataque de Darius alcanza al enemigo en una arteria vital. Mientras se desangra, su velocidad de movimiento disminuye.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0122/ability_0122_W1.mp4"
"DARIUS","ATRAPAR","false","E","Darius pone a punto su hacha, lo cual provoca que, de forma pasiva, su daño físico ignore un porcentaje de la armadura de su objetivo. Cuando se activa, Darius barre a sus enemigos con el gancho de su hacha y los acerca hacia él.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0122/ability_0122_E1.mp4"
"DARIUS","GUILLOTINA NOXIANA","false","R","Darius salta hacia un campeón enemigo y le asesta un golpe letal que inflige daño verdadero. Este daño se ve incrementado por cada acumulación de Hemorragia que tenga el objetivo. Si el ataque con Guillotina noxiana es letal, se reinicia el enfriamiento durante un corto periodo de tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0122/ability_0122_R1.mp4"
"DIANA","HOJA LUNAPLATA","true","p","Cada tres golpes, inflige daño mágico adicional a los enemigos cercanos. Después de lanzar un hechizo, Diana obtiene velocidad de ataque en los siguientes tres ataques.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0131/ability_0131_P1.mp4"
"DIANA","IMPACTO CRECIENTE","false","Q","Libera un rayo de energía lunar en un arco que inflige daño mágico. Los enemigos golpeados se verán afectados por Luz lunar, que revela durante 3 s a los objetivos que no estén en sigilo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0131/ability_0131_Q1.mp4"
"DIANA","CASCADA PÁLIDA","false","W","Diana crea tres esferas que orbitan a su alrededor y explotan al entrar en contacto con enemigos, lo que inflige daño en una zona. También obtiene un escudo temporal que absorbe daño. Si la tercera esfera explota, el escudo absorbe más daño.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0131/ability_0131_W1.mp4"
"DIANA","TORRENTE LUNAR","false","E","Diana se transforma en la encarnación de la luna más vengativa, se desliza hacia un enemigo y le inflige daño mágico. Torrente lunar no tiene enfriamiento cuando se usa para deslizarse hacia un objetivo afectado por Luz lunar. El efecto de Luz lunar desaparecerá del resto de enemigos, independientemente de haber sido atacados con Torrente lunar o no.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0131/ability_0131_E1.mp4"
"DIANA","LLUVIA DE LUNA","false","R","Diana revela y atrae a todos los enemigos cercanos, y los ralentiza. Si Diana atrae a un campeón enemigo o más, un torrente de luz lunar se precipita hacia ella tras unos instantes e inflige daño mágico en una zona a su alrededor, que aumenta por cada objetivo adicional atraído con la habilidad.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0131/ability_0131_R1.mp4"
"DR. MUNDO","VA DONDE QUIERE","true","p","Dr. Mundo resiste el siguiente efecto inmovilizador que lo golpea, pero pierde vida y deja caer un vial químico cerca. Puede recoger dicho vial caminando sobre él, lo que restaura vida y reduce el enfriamiento de esta pasiva. Dr. Mundo también tiene gran regeneración de vida adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0036/ability_0036_P1.mp4"
"DR. MUNDO","SERRUCHO INFECTADO","false","Q","Dr. Mundo lanza un serrucho infectado que inflige daño al primer enemigo golpeado según su vida actual y lo ralentiza.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0036/ability_0036_Q1.mp4"
"DR. MUNDO","DESISFIBRULACIÓN","false","W","Dr. Mundo se autoelectrocuta, lo que inflige daño constante a los enemigos cercanos y almacena parte del daño recibido. Al final de la duración o al volver a lanzar la habilidad, Dr. Mundo inflige daño explosivo a los enemigos cercanos. Si la explosión alcanza a un enemigo, cura un porcentaje del daño acumulado.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0036/ability_0036_W1.mp4"
"DR. MUNDO","TRAUMATISMO","false","E","Pasiva: Dr. Mundo obtiene daño de ataque adicional, que aumenta según la vida máxima. Activa: Dr. Mundo golpea con su ''botiquín'' a un enemigo, lo que inflige daño adicional según la vida que le falte. Si el enemigo muere, lo empuja, lo que inflige daño a los enemigos a los que atraviesa.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0036/ability_0036_E1.mp4"
"DR. MUNDO","DOSIS MÁXIMA","false","R","Dr. Mundo se inyecta productos químicos, lo que restaura al instante un porcentaje de la vida que le falte. Después, obtiene velocidad de movimiento adicional y se cura parte de su vida máxima durante un largo periodo de tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0036/ability_0036_R1.mp4"
"DRAVEN","LEAGUE OF DRAVEN","true","p","Draven consigue la Adoración de sus fans cuando atrapa un Hacha giratoria o elimina a un súbdito, monstruo o torre. Asesinar a campeones enemigos le otorga a Draven oro adicional en función de la Adoración que tenga.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0119/ability_0119_P1.mp4"
"DRAVEN","HACHA GIRATORIA","false","Q","El siguiente ataque de Draven inflige daño físico adicional. Tras golpear al objetivo, el hacha saldrá volando por los aires. Si Draven la atrapa, preparará automáticamente otra Hacha giratoria. Draven puede tener dos Hachas giratorias a la vez.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0119/ability_0119_Q1.mp4"
"DRAVEN","SUBIDÓN DE ADRENALINA","false","W","Draven aumenta la velocidad de movimiento y la velocidad de ataque. La bonificación de velocidad de movimiento disminuye rápidamente con el tiempo. Al atrapar un Hacha giratoria, se recuperará el enfriamiento de Subidón de adrenalina.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0119/ability_0119_W1.mp4"
